-1 23.000000 32.000000 445.000000 566.000000 
0 33.000000 32.000000 445.000000 1221.870720 
1 31.660254 37.000000 117.064640 1134.000705 
2 28.000000 40.660254 -123.000705 893.935361 
3 23.000000 42.000000 -210.870720 566.000001 
4 18.000000 40.660254 -123.000706 238.064641 
5 14.339746 37.000000 117.064638 -2.000704 
6 13.000000 32.000000 444.999998 -89.870720 
7 14.339746 27.000000 772.935358 -2.000706 
8 18.000000 23.339746 1013.000704 238.064637 
9 23.000000 22.000000 1100.870720 565.999996 
10 28.000000 23.339746 1013.000707 893.935357 
11 31.660254 27.000000 772.935364 1134.000703 
12 43.000000 32.000000 445.000003 1029.770634 
13 41.793852 38.840403 286.381105 1001.801843 
14 38.320889 44.855752 146.893986 921.268919 
15 33.000000 49.320508 43.362852 797.885320 
16 26.472964 51.696155 -11.724915 646.532929 
17 19.527037 51.696155 -11.724916 485.467079 
18 13.000000 49.320508 43.362847 334.114687 
19 7.679111 44.855752 146.893979 210.731086 
20 4.206148 38.840403 286.381097 130.198159 
21 3.000000 32.000000 444.999995 102.229366 
22 4.206148 25.159597 603.618894 130.198156 
23 7.679111 19.144248 743.106013 210.731080 
24 13.000000 14.679492 846.637148 334.114678 
25 19.527036 12.303845 901.724915 485.467069 
26 26.472963 12.303845 901.724917 646.532920 
27 33.000000 14.679492 846.637153 797.885312 
28 38.320889 19.144248 743.106022 921.268913 
29 41.793852 25.159597 603.618905 1001.801840 
30 53.000000 32.000000 445.000005 944.667137 
31 51.977775 39.764571 346.993739 931.764368 
32 48.980762 47.000000 255.666437 893.935363 
33 44.213204 53.213203 177.241904 833.758104 
34 38.000000 57.980762 117.064643 755.333573 
35 30.764572 60.977775 79.235635 664.006273 
36 23.000000 62.000000 66.332863 566.000006 
37 15.235429 60.977775 79.235631 467.993739 
38 8.000000 57.980762 117.064637 376.666437 
39 1.786797 53.213204 177.241895 298.241904 
40 -2.980762 47.000000 255.666426 238.064643 
41 -5.977775 39.764572 346.993727 200.235635 
42 -7.000000 32.000001 444.999993 187.332863 
43 -5.977775 24.235429 543.006260 200.235631 
44 -2.980762 17.000000 634.333562 238.064637 
45 1.786796 10.786797 712.758095 298.241895 
46 8.000000 6.019238 772.935356 376.666425 
47 15.235428 3.022225 810.764365 467.993726 
48 22.999999 2.000000 823.667137 565.999993 
49 30.764571 3.022225 810.764369 664.006259 
50 37.999999 6.019238 772.935364 755.333562 
51 44.213203 10.786796 712.758106 833.758095 
52 48.980762 16.999999 634.333575 893.935356 
53 51.977775 24.235428 543.006275 931.764365 
54 63.000000 31.999999 445.000007 893.935360 
55 62.125904 40.316467 376.818412 886.769187 
56 59.541819 48.269465 311.616679 865.583861 
57 55.360680 55.511409 252.244438 831.305284 
58 49.765225 61.725792 201.296539 785.431592 
59 43.000001 66.641016 160.999651 729.967686 
60 35.360681 70.042260 133.114941 667.337606 
61 27.181139 71.780876 118.861105 600.278587 
62 18.818862 71.780876 118.861103 531.721428 
63 10.639321 70.042261 133.114937 464.662408 
64 3.000001 66.641017 160.999644 402.032327 
65 -3.765224 61.725794 201.296529 346.568420 
66 -9.360679 55.511411 252.244425 300.694725 
67 -13.541818 48.269467 311.616665 266.416145 
68 -16.125904 40.316469 376.818397 245.230816 
69 -17.000000 32.000001 444.999992 238.064640 
70 -16.125904 23.683533 513.181587 245.230813 
71 -13.541819 15.730535 578.383320 266.416138 
72 -9.360680 8.488591 637.755561 300.694716 
73 -3.765225 2.274208 688.703460 346.568407 
74 2.999999 -2.641016 729.000348 402.032313 
75 10.639319 -6.042260 756.885058 464.662392 
76 18.818860 -7.780876 771.138895 531.721412 
77 27.181137 -7.780876 771.138897 600.278570 
78 35.360679 -6.042261 756.885064 667.337591 
79 42.999999 -2.641017 729.000357 729.967672 
80 49.765223 2.274206 688.703472 785.431580 
81 55.360679 8.488589 637.755576 831.305274 
82 59.541818 15.730533 578.383336 865.583855 
83 62.125904 23.683531 513.181604 886.769184 
84 73.000000 31.999999 445.000008 859.314303 
85 72.240388 40.682407 394.066514 854.858201 
86 69.984632 49.101006 344.680608 841.625289 
87 66.301271 56.999999 298.342856 820.017642 
88 61.302223 64.139379 256.461207 790.691797 
89 55.139382 70.302221 220.308214 754.538806 
90 48.000001 75.301269 190.982367 712.657159 
91 40.101009 78.984631 169.374717 666.319408 
92 31.682410 81.240387 156.141802 616.933503 
93 23.000002 82.000000 151.685697 566.000009 
94 14.317593 81.240388 156.141799 515.066515 
95 5.898994 78.984632 169.374711 465.680609 
96 -1.999999 75.301271 190.982358 419.342856 
97 -9.139379 70.302223 220.308202 377.461207 
98 -15.302221 64.139382 256.461193 341.308214 
99 -20.301269 57.000001 298.342841 311.982367 
100 -23.984630 49.101009 344.680591 290.374717 
101 -26.240387 40.682410 394.066497 277.141802 
102 -27.000000 32.000002 444.999991 272.685697 
103 -26.240388 23.317593 495.933485 277.141799 
104 -23.984632 14.898994 545.319391 290.374711 
105 -20.301271 7.000001 591.657143 311.982358 
106 -15.302223 -0.139379 633.538792 341.308202 
107 -9.139382 -6.302221 669.691786 377.461193 
108 -2.000001 -11.301269 699.017633 419.342840 
109 5.898991 -14.984630 720.625283 465.680591 
110 14.317589 -17.240387 733.858198 515.066496 
111 22.999998 -18.000000 738.314303 565.999990 
112 31.682407 -17.240388 733.858201 616.933484 
113 40.101006 -14.984632 720.625289 666.319390 
114 47.999998 -11.301271 699.017643 712.657143 
115 55.139379 -6.302223 669.691798 754.538792 
116 61.302221 -0.139382 633.538808 790.691785 
117 66.301269 6.999998 591.657160 820.017632 
118 69.984630 14.898991 545.319410 841.625282 
119 72.240387 23.317589 495.933504 854.858198 
