-1 1387.860718 1767.953735 
0 -11440.047852 -9735.106445 
0 -3491.115967 -8794.302734 
0 3207.577637 -3753.791748 
0 7723.242188 -1392.124268 
0 14016.958008 4361.820801 
0 10388.722656 13644.536133 
0 8269.707031 30686.406250 
0 2897.194336 1575.689819 
0 -343.920258 -5826.107910 
0 -3487.225830 2370.626465 
0 -11258.918945 1950.954468 
0 -34078.542969 -8348.077148 
0 -12162.239258 -18209.509766 
0 932.414368 -5463.921387 
0 4691.233887 5048.275391 
0 6522.661621 9161.882812 
0 4625.229492 -848.829102 
0 6113.468750 -1203.566040 
0 10901.670898 -128.625381 
0 32657.332031 -577.116455 
0 58497.480469 13036.938477 
0 27182.701172 31117.246094 
0 5548.563965 17821.236328 
0 -2154.282715 9361.820312 
0 -56789.082031 -125154.289062 
0 45885.386719 -6714.447266 
0 11836.943359 8135.535156 
0 -3842.283447 2316.888916 
0 -19025.589844 4640.781738 
0 46196.511719 2350.797607 
0 -171414.078125 98042.968750 
0 -16780.693359 -78953.000000 
0 -7192.613770 36426.500000 
0 2117.959473 -682.435974 
0 3770.258301 126.608040 
0 2110.458740 9252.502930 
0 2500.310059 6122.302246 
0 4579.339355 1535.794434 
0 8599.503906 784.755371 
0 38951.187500 -14025.859375 
0 -13107.743164 -17471.091797 
0 -22437.394531 -13635.130859 
0 -18159.662109 -32907.601562 
0 -9408.750000 18491.208984 
0 -16880.208984 -25228.240234 
0 -18946.175781 4709.640137 
0 -5220.995117 5986.750977 
0 -4542.480469 8499.243164 
0 1323.651855 -6643.283691 
0 1304.832520 -1928.887695 
0 588.078430 -1577.020752 
0 -4369.467285 1124.283569 
0 -1160610.875000 -2168621.250000 
0 -211938.671875 -197840.093750 
0 15830.505859 9263.364258 
0 10444.589844 8156.811523 
0 7927.790527 8486.637695 
0 5215.712891 9994.190430 
0 4223.325684 7365.208496 
0 3746.420898 5292.628418 
0 4050.550537 430.133331 
0 3708.146973 334.807709 
0 2350.900635 3904.359375 
0 2447.655518 4596.966309 
0 5355.436035 1889.377808 
0 18371.082031 1083.943726 
0 -12718.455078 -1100.753906 
0 -12785.389648 -2975.535156 
0 -7176.449219 -1629.163696 
0 -5476.500977 -1856.198730 
0 -5289.347656 -2576.447510 
0 -14245.372070 -15069.824219 
0 -16711.212891 -9551.269531 
0 -3356.271973 -138.954971 
0 -1019.021790 396.652802 
0 -1891.390381 8027.861816 
0 -3056.793213 5772.487305 
0 -9266.085938 11762.666016 
0 -724.208618 -1999.789917 
0 1092.267700 -466.255371 
0 737.238892 -695.257385 
0 -4267.796875 430.670532 
0 57567.316406 -47262.886719 
0 41357.703125 -15616.400391 
0 13790.773438 8638.889648 
0 7353.696777 4679.651855 
0 5940.189941 4784.598633 
0 5001.700195 4979.790039 
0 3694.257812 4986.137207 
0 1705.351562 5577.995605 
0 2597.455811 3253.924805 
0 2531.452881 3914.077881 
0 5251.094238 660.335999 
0 4126.340820 1573.335083 
0 -21239.863281 21525.257812 
0 -8533.041016 3496.450928 
0 1719.367432 1573.059814 
0 5906.821289 4102.657227 
0 -120864.734375 62186.894531 
0 -79199.281250 175010.078125 
0 -15021.771484 -10322.412109 
0 -3416.852783 -125.996742 
0 -2581.924316 -163.999496 
0 -2251.192139 -407.706421 
0 -2161.587402 -1006.038513 
0 85.814514 -4169.887207 
0 -1626.855835 6001.151855 
0 -1119.716309 -490.126495 
0 -518.223267 227.056778 
0 -837.991821 2671.101074 
0 -2565.512695 4745.935547 
0 1501.778076 -4270.480957 
0 2283.030762 -3346.793457 
0 2788.709473 -3757.413818 
0 1481.553345 -704.639954 
0 774.744507 1226.609741 
0 504.925018 1613.060425 
0 1038.067017 2596.932861 
0 1519.374878 2389.554932 
0 72.240387 23.317589 
